distortion,flips_mean,flips_max,bytes_mean,recoverable,detect_ber0.00,detect_ber0.05,detect_ber0.10
identity,0.0,0,0.0,1.0,1.0,1.0,0.5567010309278351
jpeg-80,15.371134020618557,29,12.484536082474227,0.8144329896907216,0.8144329896907216,0.8144329896907216,0.3917525773195876
jpeg-50,22.835051546391753,62,16.443298969072163,0.5567010309278351,0.5567010309278351,0.5567010309278351,0.30927835051546393
crop-90,24.0,41,17.22680412371134,0.3711340206185567,0.3711340206185567,0.3711340206185567,0.20618556701030927
crop-70,36.154639175257735,72,21.88659793814433,0.09278350515463918,0.09278350515463918,0.09278350515463918,0.08247422680412371
rot-5,32.824742268041234,62,21.164948453608247,0.13402061855670103,0.13402061855670103,0.13402061855670103,0.08247422680412371
rot-15,42.670103092783506,75,24.257731958762886,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.010309278350515464
bright-0.7,3.670103092783505,9,3.5257731958762886,1.0,1.0,1.0,0.4948453608247423
bright-1.5,12.154639175257731,33,10.010309278350515,0.9175257731958762,0.9175257731958762,0.9175257731958762,0.4639175257731959
contrast-1.5,10.206185567010309,28,8.690721649484535,0.979381443298969,0.979381443298969,0.979381443298969,0.5567010309278351
noise-0.02,15.02061855670103,33,11.917525773195877,0.8865979381443299,0.8865979381443299,0.8865979381443299,0.5051546391752577
crop-80+jpeg-60,33.865979381443296,60,21.298969072164947,0.13402061855670103,0.13402061855670103,0.13402061855670103,0.020618556701030927
crop-70+jpeg-50,40.371134020618555,69,23.237113402061855,0.030927835051546393,0.030927835051546393,0.030927835051546393,0.010309278350515464
rot-5+jpeg-70,36.44329896907217,82,22.288659793814432,0.08247422680412371,0.08247422680412371,0.08247422680412371,0.061855670103092786
noise+jpeg-60,24.61855670103093,60,17.412371134020617,0.4020618556701031,0.4020618556701031,0.4020618556701031,0.2268041237113402
